1.227052,1.455183,0.000000,0.000000,0.000000,0.000000,2.203563,0.000000,1.870950,1.933315,1.849737,1.663195,3.129799,2.186738,2.213499,2.395246,3.513718,1.830702,1.507773,1.682246,1.247300,0.974120,1.799181,2.274068
2.595600,1.442000,0.000000,0.000000,0.000000,0.000000,1.602586,1.157497,1.297800,1.243725,2.651678,1.189650,3.041719,1.487063,3.505169,2.515407,3.530325,1.754425,3.231625,1.548511,1.297800,2.801085,1.216687,1.703362
1.258800,1.426640,0.000000,0.000000,0.000000,0.944100,1.201582,1.799118,1.675221,2.191661,0.986060,1.735618,1.069980,2.997143,1.686725,1.422349,1.337187,1.069605,1.389925,1.528543,1.299317,1.933157,1.258800,1.547275
15.375846,14.698554,13.911410,19.639637,18.439910,16.433166,11.511759,11.402506,8.691460,11.576577,8.829808,10.413547,12.051966,9.860937,10.531000,9.481076,9.128616,8.866600,9.834116,10.789245,11.231326,11.394688,12.513689,15.501479
9.965753,7.144722,8.439768,4.492312,0.000000,8.381166,6.434755,6.159518,7.604713,3.738954,5.085651,7.506143,7.596592,5.382614,4.806140,6.944923,6.118716,4.529032,4.983415,6.437329,4.863469,6.928808,7.913409,9.292631
9.866627,9.819378,5.239705,0.000000,9.769982,10.343484,11.156622,8.448561,7.283451,7.210335,6.689868,8.053498,6.926909,7.812958,8.096968,6.769768,7.188654,8.059222,6.229131,7.729928,8.366658,7.490707,9.777412,9.371798
10.097794,12.263530,9.777905,10.126633,0.000000,7.871882,10.071224,8.682060,6.097276,5.051555,7.572855,7.581408,6.698736,7.290428,7.563765,5.848563,7.054819,4.492150,5.096959,7.828003,7.040513,8.259461,9.306337,11.069552
11.905650,10.671904,15.983115,8.443144,6.393246,12.055835,0.000000,7.502526,8.178338,9.606068,9.371664,10.806496,12.360540,8.896935,7.202716,7.916758,10.170287,9.519994,10.106307,11.016298,10.131784,10.866121,12.308938,12.171772
6.139844,7.897668,14.471236,0.000000,0.000000,7.303096,5.983961,11.181799,4.715644,4.008384,5.007582,7.487426,5.102875,7.524967,4.888562,7.656025,7.491255,5.111354,5.964841,8.176956,8.081791,6.228499,7.771296,9.300776
4.398207,8.279166,10.721653,7.034629,0.000000,11.456153,7.698690,8.201852,4.576391,8.116733,3.501299,4.785126,4.291082,4.509768,5.533085,4.992505,6.143563,6.877135,4.968146,4.345608,4.012393,5.161829,8.821988,9.456079
10.229798,11.437697,15.160693,11.464350,0.000000,0.000000,11.377645,7.803846,2.724622,6.155649,6.367809,9.203742,5.242532,4.171933,5.734262,6.795082,7.414276,6.986584,8.133953,4.988490,7.857144,6.668356,9.574277,10.925406
13.967850,10.283281,9.064729,9.360738,0.000000,12.757425,7.536658,6.062459,3.467867,7.763886,8.558710,6.299803,6.479631,7.938051,6.001495,7.180478,6.422028,5.187385,6.899481,7.907924,7.972180,6.796712,10.127300,10.007101
4.763469,3.905644,6.799199,4.367850,0.000000,5.301151,5.442514,3.465042,2.312071,2.855845,3.019004,3.750689,3.726722,2.924279,3.335334,3.617531,2.733507,3.938880,3.754077,3.134487,2.413603,4.091173,4.089924,5.931985
9.859584,11.543884,10.143529,9.123920,11.772800,7.699887,6.972259,6.591168,7.201447,7.626110,7.370187,7.252678,7.513117,8.639854,9.380426,8.524113,7.344311,7.757698,7.503439,8.777752,8.871951,7.422508,7.594262,9.242777
12.694119,14.294876,14.558027,0.000000,0.000000,13.063229,12.208627,11.343984,5.893743,4.019539,5.374382,7.638676,7.013769,9.277321,6.398912,7.961503,8.334189,8.814761,5.568437,10.993154,8.899242,9.641400,8.036948,10.918231
1.380448,2.072731,2.025219,1.612211,1.430413,1.251045,2.262224,1.786356,1.426482,1.848661,1.629531,1.387024,1.310479,1.311414,1.184677,1.105540,1.166189,1.415501,1.230209,1.167889,2.252530,1.679733,1.510079,1.474598
12.032309,11.680648,14.854919,11.838007,15.916476,14.332312,10.075493,11.786994,8.670147,9.588941,9.608507,7.859873,11.503304,9.642422,7.991681,8.140520,9.279135,10.862844,7.843071,8.681283,9.112876,11.011107,11.965633,12.315620
11.568876,11.490291,8.035099,11.899449,12.846558,10.083805,11.222487,8.233293,6.196780,7.793418,9.091095,9.167305,9.061646,7.575774,8.768691,7.097108,6.446802,5.554497,5.593413,7.679661,9.899627,10.582519,12.763713,11.602671
2.077183,2.074688,1.470521,2.054933,0.644073,1.605417,1.523489,2.204270,2.785857,2.316726,2.192568,2.793306,1.854833,1.944852,2.003787,1.978636,2.365486,2.571328,2.920146,2.636230,2.812456,2.556892,1.809708,2.657295
14.179831,15.606950,14.095181,16.837865,13.504920,13.485966,16.478558,12.275254,11.662105,11.666376,9.752183,10.745802,13.703858,11.084342,12.382562,7.949445,10.276338,6.879361,5.316828,9.482176,11.775858,12.079638,13.370215,14.702602
4.981891,3.615993,5.225576,1.033921,1.887233,4.335666,5.098856,3.891584,4.338711,3.653874,2.837582,4.842873,4.682738,4.101396,3.222273,3.473658,4.096167,3.919162,4.240411,4.959968,3.694070,3.410385,3.232341,4.754769
13.043373,13.157706,14.452764,14.020434,18.338270,15.674189,13.452834,8.986895,7.176016,11.271911,11.499341,13.516531,14.063191,13.547900,10.607108,9.657824,13.110035,12.726653,11.720321,11.375912,12.611864,11.791266,15.125402,15.096430
9.417710,9.342378,9.338832,0.000000,12.735357,12.765500,12.331811,8.965689,8.427235,8.677970,8.881040,6.929869,9.447143,7.089118,7.424541,6.754350,7.774505,9.207757,7.562768,5.717222,9.043288,7.913628,11.388351,9.672107
11.468235,13.072677,14.071657,15.488364,13.616590,11.690555,11.461237,8.806086,6.725163,7.585082,7.575640,8.519682,7.450553,7.866668,8.738612,7.985984,8.495027,8.031133,7.423518,7.998268,10.159003,9.813663,10.642908,11.864271
