,FID,u,v,key,osmid,name,highway,oneway,length,lanes,bridge,ref,junction,maxspeed,tunnel,access,id,source,target,FID_1,id_1,avg_0,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,avg_16,avg_17,avg_18,avg_19,avg_20,avg_21,avg_22,avg_23,fill_ratio,highway_1,drop,FID_12,u_1,v_1,key_1,osmid_1,name_1,highway_12,oneway_1,length_1,lanes_1,bridge_1,ref_1,junction_1,maxspeed_1,tunnel_1,access_1,id_12,source_1,target_1,FID_12_13,id_12_13,avg_01,avg_12_13,avg_23_24,avg_34,avg_45,avg_56,avg_67,avg_78,avg_89,avg_9_10,avg_10_11,avg_11_12,avg_12__14,avg_13_14,avg_14_15,avg_15_16,avg_16_17,avg_17_18,avg_18_19,avg_19_20,avg_20_21,avg_21_22,avg_22_23,avg_23__25,fill_rat_1,highway_13,drop_1
253,253,554149799.0000001,469888163.00000006,0.0,147435423,陕西北路,tertiary,0,239.281,3, , , , , , ,5267,554149799.0000001,469888163.00000006,5267,5267.0,9.883289356059999,7.68552650156,10.967045833299998,5.69716666667,23.9281,7.55624210526,9.07230631313,7.12047390609,5.72113108271,5.9532070605,5.11381793244,5.777773130700001,5.57561050079,6.2119978463,6.546472595420001,6.859201634680001,4.90720955701,5.13384521098,7.230413659040001,6.8597260352100005,6.422457908609999,7.1573611240999995,9.33580962262,6.3754870907,1.0,tertiary,1,253,554149799.0000001,469888163.00000006,0.0,147435423,陕西北路,tertiary,0,239.281,3, , , , , , ,5267.0,554149799.0000001,469888163.00000006,5267,5267.0,9.883289356059999,7.68552650156,10.967045833299998,5.69716666667,23.9281,7.55624210526,9.07230631313,7.12047390609,5.72113108271,5.9532070605,5.11381793244,5.777773130700001,5.57561050079,6.2119978463,6.546472595420001,6.859201634680001,4.90720955701,5.13384521098,7.230413659040001,6.8597260352100005,6.422457908609999,7.1573611240999995,9.33580962262,6.3754870907,1.0,tertiary,1
254,254,554149799.0000001,648297174.0000001,0.0,147435423,陕西北路,tertiary,0,275.718,3, , , , , , ,5268,554149799.0000001,648297174.0000001,5268,5268.0,8.899934251359998,10.668186733099999,13.3363597826,6.80888963415,11.9877391304,12.637075,0.0,7.803923205729999,7.04094014191,10.3967613664,10.088408468799999,8.16438044616,11.488158518499999,9.759909743689999,10.5940861591,11.0514085456,9.46535980645,8.05705773985,6.17186759398,7.58335474524,8.44148999768,11.287841294000001,6.6248501093,10.1342776786,0.958333333333,tertiary,1,254,554149799.0000001,648297174.0000001,0.0,147435423,陕西北路,tertiary,0,275.718,3, , , , , , ,5268.0,554149799.0000001,648297174.0000001,5268,5268.0,8.899934251359998,10.668186733099999,13.3363597826,6.80888963415,11.9877391304,12.637075,0.0,7.803923205729999,7.04094014191,10.3967613664,10.088408468799999,8.16438044616,11.488158518499999,9.759909743689999,10.5940861591,11.0514085456,9.46535980645,8.05705773985,6.17186759398,7.58335474524,8.44148999768,11.287841294000001,6.6248501093,10.1342776786,0.958333333333,tertiary,1
255,255,554236863.0,640476403.0,0.0,66394032,淮海中路,secondary,1,14.954, , , , , , , ,5284,554236863.0,640476403.0,5284,5284.0,1.9301280068200002,1.52399346187,0.49288456416500004,0.0,0.0,2.03540555556,0.9062913027789999,1.07157631523,1.6933714653799998,1.62075655491,1.43432555975,1.5084921193,1.4606004884900001,1.5976691577200002,1.98626953049,1.40899490334,1.56068435535,1.19507220405,1.44095994731,1.4952921591800001,1.30854437852,0.790479282229,0.459592180246,0.731005919946,0.916666666667,secondary,1,255,554236863.0,640476403.0,0.0,66394032,淮海中路,secondary,1,14.954,0, , , , , , ,5284.0,554236863.0,640476403.0,5284,5284.0,1.9301280068200002,1.52399346187,0.49288456416500004,0.0,0.0,2.03540555556,0.9062913027789999,1.07157631523,1.6933714653799998,1.62075655491,1.43432555975,1.5084921193,1.4606004884900001,1.5976691577200002,1.98626953049,1.40899490334,1.56068435535,1.19507220405,1.44095994731,1.4952921591800001,1.30854437852,0.790479282229,0.459592180246,0.731005919946,0.916666666667,secondary,1
256,256,554236865.0,603891432.0,0.0,451728953,淮海中路,secondary,0,199.117,2, , , , , , ,5287,554236865.0,603891432.0,5287,5287.0,13.3162979692,13.464379149300001,19.9117,9.95585,0.0,11.615158333299998,15.6029133256,13.356380408900002,9.3530984402,13.3182504943,12.361197925499999,11.609921652999999,11.5863070713,12.1088319327,11.9884657228,10.0836422439,9.995551385759999,10.3866955721,8.465691438099999,10.815159819100002,11.270612002,11.510052796400002,14.5240750222,14.9182608142,0.958333333333,secondary,1,256,554236865.0,603891432.0,0.0,451728953,淮海中路,secondary,0,199.117,2, , , , , , ,5287.0,554236865.0,603891432.0,5287,5287.0,13.3162979692,13.464379149300001,19.9117,9.95585,0.0,11.615158333299998,15.6029133256,13.356380408900002,9.3530984402,13.3182504943,12.361197925499999,11.609921652999999,11.5863070713,12.1088319327,11.9884657228,10.0836422439,9.995551385759999,10.3866955721,8.465691438099999,10.815159819100002,11.270612002,11.510052796400002,14.5240750222,14.9182608142,0.958333333333,secondary,1
257,257,554236865.0,105253431.0,0.0,451728953,淮海中路,secondary,0,258.35,2, , , , , , ,5288,554236865.0,105253431.0,5288,5288.0,13.229735222,13.014097451600001,14.879569385999998,14.3033620245,0.0,12.7924043826,16.6409516579,10.7423153301,7.39614888418,8.09133057104,10.8679551204,10.2669928657,9.865623643020001,9.85789194126,9.11193206807,6.6114819780700005,4.295339065429999,6.895016577330001,5.854680205369999,9.9133762245,9.95941941007,9.1115866264,12.029231232799999,12.763259681500001,0.958333333333,secondary,1,257,554236865.0,105253431.0,0.0,451728953,淮海中路,secondary,0,258.35,2, , , , , , ,5288.0,554236865.0,105253431.0,5288,5288.0,13.229735222,13.014097451600001,14.879569385999998,14.3033620245,0.0,12.7924043826,16.6409516579,10.7423153301,7.39614888418,8.09133057104,10.8679551204,10.2669928657,9.865623643020001,9.85789194126,9.11193206807,6.6114819780700005,4.295339065429999,6.895016577330001,5.854680205369999,9.9133762245,9.95941941007,9.1115866264,12.029231232799999,12.763259681500001,0.958333333333,secondary,1
258,258,554238927.0,63338299.00000001,0.0,451728953,淮海中路,secondary,0,272.963,2, , , , , , ,5298,554238927.0,63338299.00000001,5298,5298.0,10.908335588800002,10.5992483517,12.484107871099999,17.913196875,14.3664736842,15.312924340699999,12.6835969221,10.1572834723,10.1237742034,9.87502757481,8.40482510457,9.39517162998,9.44030039477,8.813531305990002,9.15487079034,7.8324490106299995,9.99490098791,8.2244196159,7.425308942029999,9.01275366523,8.799561440530002,9.000434931719997,10.537801115399999,9.53156601136,1.0,secondary,1,258,554238927.0,63338299.00000001,0.0,451728953,淮海中路,secondary,0,272.963,2, , , , , , ,5298.0,554238927.0,63338299.00000001,5298,5298.0,10.908335588800002,10.5992483517,12.484107871099999,17.913196875,14.3664736842,15.312924340699999,12.6835969221,10.1572834723,10.1237742034,9.87502757481,8.40482510457,9.39517162998,9.44030039477,8.813531305990002,9.15487079034,7.8324490106299995,9.99490098791,8.2244196159,7.425308942029999,9.01275366523,8.799561440530002,9.000434931719997,10.537801115399999,9.53156601136,1.0,secondary,1
259,259,554238927.0,603891496.0,0.0,"[863774952, 451728953]",淮海中路,secondary,0,166.122,2, , , , , , ,5299,554238927.0,603891496.0,5299,5299.0,12.9404986682,13.0480480952,12.300097021300001,11.917447826099998,6.513774725269999,10.432765502999999,12.68292306,10.0886361388,9.82451622522,9.5385347101,8.38996208712,8.21536134377,11.584738935999999,10.2743159443,9.490239200089999,9.22108402011,10.4125509004,9.001075237769998,8.264806787280001,11.0621930593,10.09928522,10.7563505382,9.04681689751,9.42434194169,1.0,secondary,1,259,554238927.0,603891496.0,0.0,0,淮海中路,secondary,0,166.122,2, , , , , , ,5299.0,554238927.0,603891496.0,5299,5299.0,12.9404986682,13.0480480952,12.300097021300001,11.917447826099998,6.513774725269999,10.432765502999999,12.68292306,10.0886361388,9.82451622522,9.5385347101,8.38996208712,8.21536134377,11.584738935999999,10.2743159443,9.490239200089999,9.22108402011,10.4125509004,9.001075237769998,8.264806787280001,11.0621930593,10.09928522,10.7563505382,9.04681689751,9.42434194169,1.0,secondary,1
260,260,554238927.0,1576354814.9999998,0.0,492977124,常熟路,secondary,0,137.426,2, , , , , , ,5300,554238927.0,1576354814.9999998,5300,5300.0,10.5908512916,11.146617734200001,10.799128339700001,11.4372937229,10.30695,10.8386577381,10.2918117641,8.20196630518,6.77737805262,6.01581501076,5.0411054501,8.09131151618,8.75822959484,5.98375167107,6.651017091619999,7.33311320363,6.400367977339999,3.1865303323000003,2.27098959177,6.583459501390001,8.13444147846,8.92078384657,9.08438545049,10.213892412,1.0,secondary,1,260,554238927.0,1576354814.9999998,0.0,492977124,常熟路,secondary,0,137.426,2, , , , , , ,5300.0,554238927.0,1576354814.9999998,5300,5300.0,10.5908512916,11.146617734200001,10.799128339700001,11.4372937229,10.30695,10.8386577381,10.2918117641,8.20196630518,6.77737805262,6.01581501076,5.0411054501,8.09131151618,8.75822959484,5.98375167107,6.651017091619999,7.33311320363,6.400367977339999,3.1865303323000003,2.27098959177,6.583459501390001,8.13444147846,8.92078384657,9.08438545049,10.213892412,1.0,secondary,1
261,261,555624719.0000001,109428857.0,0.0,437445539,北京西路,secondary,0,122.738, , , , , , , ,5320,555624719.0000001,109428857.0,5320,5320.0,8.62082226054,8.243778185,6.014729185779999,12.2738,12.2738,12.05064,11.7683521368,8.69895159885,8.52950281549,10.9351322923,9.68820450556,9.060176558890001,9.48277336576,9.229042395319999,7.40169256787,7.49976362155,7.001822840499999,9.43022850946,9.11995149295,9.82462157742,9.561863495319999,8.769999968890001,8.75433037133,10.3070881563,1.0,secondary,1,261,555624719.0000001,109428857.0,0.0,437445539,北京西路,secondary,0,122.738,0, , , , , , ,5320.0,555624719.0000001,109428857.0,5320,5320.0,8.62082226054,8.243778185,6.014729185779999,12.2738,12.2738,12.05064,11.7683521368,8.69895159885,8.52950281549,10.9351322923,9.68820450556,9.060176558890001,9.48277336576,9.229042395319999,7.40169256787,7.49976362155,7.001822840499999,9.43022850946,9.11995149295,9.82462157742,9.561863495319999,8.769999968890001,8.75433037133,10.3070881563,1.0,secondary,1
262,262,555624719.0000001,495832244.99999994,0.0,437445539,北京西路,secondary,0,130.276, , , , , , , ,5321,555624719.0000001,495832244.99999994,5321,5321.0,10.6602640175,12.3045660697,11.0493348148,17.3701333333,22.7983,9.17618650794,13.893038031600002,7.8732360217499995,7.5800307495200006,8.31053007836,7.327561825959999,9.31771408887,8.15916673029,7.6367544401,7.49502721472,7.68060432196,6.5912697932299995,7.70513202268,6.94917173055,8.74255550574,9.34515587557,11.0870105227,10.3312404446,10.0283362372,1.0,secondary,1,262,555624719.0000001,495832244.99999994,0.0,437445539,北京西路,secondary,0,130.276,0, , , , , , ,5321.0,555624719.0000001,495832244.99999994,5321,5321.0,10.6602640175,12.3045660697,11.0493348148,17.3701333333,22.7983,9.17618650794,13.893038031600002,7.8732360217499995,7.5800307495200006,8.31053007836,7.327561825959999,9.31771408887,8.15916673029,7.6367544401,7.49502721472,7.68060432196,6.5912697932299995,7.70513202268,6.94917173055,8.74255550574,9.34515587557,11.0870105227,10.3312404446,10.0283362372,1.0,secondary,1
263,263,555631227.9999999,482773674.0,0.0,47267014,石门一路,secondary,1,123.815,3, , , , , , ,5322,555631227.9999999,482773674.0,5322,5322.0,8.08448403292,7.3602760074699995,7.16551316421,10.472420854700001,12.4306329365,6.12626302083,7.44506162802,7.84803535424,5.5536329838,5.06849297599,5.6236884394599995,5.66998544766,6.168281556569999,5.926337101210001,5.833332814329999,5.471723755219999,5.56515688846,4.39695172244,4.82424272784,6.6723948716,6.785147578129999,6.691458143639999,6.292253907819999,7.5368151891999995,1.0,secondary,1,263,555631227.9999999,482773674.0,0.0,47267014,石门一路,secondary,1,123.815,3, , , , , , ,5322.0,555631227.9999999,482773674.0,5322,5322.0,8.08448403292,7.3602760074699995,7.16551316421,10.472420854700001,12.4306329365,6.12626302083,7.44506162802,7.84803535424,5.5536329838,5.06849297599,5.6236884394599995,5.66998544766,6.168281556569999,5.926337101210001,5.833332814329999,5.471723755219999,5.56515688846,4.39695172244,4.82424272784,6.6723948716,6.785147578129999,6.691458143639999,6.292253907819999,7.5368151891999995,1.0,secondary,1
264,264,555654415.0000001,469887428.00000006,0.0,139755195,昌平路,tertiary,0,348.378, , , , , , , ,5324,555654415.0000001,469887428.00000006,5324,5324.0,10.7255121504,8.223314538810001,12.1407767844,13.064175,6.96756,11.987573467,9.55033580063,5.18905788208,6.87598546749,6.46967023794,6.2060197802,9.2707145657,7.24882958821,8.5588082856,7.34900695959,8.08720469874,6.6670300216700005,12.119996244300001,9.73988347158,10.667018148099999,11.1349646376,9.07627707707,8.43959446667,9.81505935164,1.0,tertiary,1,264,555654415.0000001,469887428.00000006,0.0,139755195,昌平路,tertiary,0,348.378,0, , , , , , ,5324.0,555654415.0000001,469887428.00000006,5324,5324.0,10.7255121504,8.223314538810001,12.1407767844,13.064175,6.96756,11.987573467,9.55033580063,5.18905788208,6.87598546749,6.46967023794,6.2060197802,9.2707145657,7.24882958821,8.5588082856,7.34900695959,8.08720469874,6.6670300216700005,12.119996244300001,9.73988347158,10.667018148099999,11.1349646376,9.07627707707,8.43959446667,9.81505935164,1.0,tertiary,1
265,265,555654415.0000001,554149799.0000001,0.0,139755195,昌平路,tertiary,0,262.654, , , , , , , ,5325,555654415.0000001,554149799.0000001,5325,5325.0,9.15761933094,9.59369867472,8.17263454301,9.100730701749999,0.0,12.1354891318,15.8602607692,6.00308146588,6.746733691569999,8.32253514415,8.856520404239998,9.06052980431,8.776524958689999,7.74687750579,10.3911944101,8.65565545831,6.56944330367,7.307233095060001,5.683481668,6.64715543137,12.2853500326,9.85327553045,8.04841313813,12.9952312802,0.958333333333,tertiary,1,265,555654415.0000001,554149799.0000001,0.0,139755195,昌平路,tertiary,0,262.654,0, , , , , , ,5325.0,555654415.0000001,554149799.0000001,5325,5325.0,9.15761933094,9.59369867472,8.17263454301,9.100730701749999,0.0,12.1354891318,15.8602607692,6.00308146588,6.746733691569999,8.32253514415,8.856520404239998,9.06052980431,8.776524958689999,7.74687750579,10.3911944101,8.65565545831,6.56944330367,7.307233095060001,5.683481668,6.64715543137,12.2853500326,9.85327553045,8.04841313813,12.9952312802,0.958333333333,tertiary,1
267,267,559821457.0000001,5031599807.000001,0.0,515136609,延安中路,primary,1,40.481,3, , , , , , ,5592,559821457.0000001,5031599807.000001,5592,5592.0,4.06416388889,5.52013636364,4.0481,4.0481,4.0481,4.0481,3.64329,4.13548755556,5.33560758871,3.8213707524,3.9880473606,4.67023474414,4.05387036992,3.9856186186299998,4.07597677991,3.81876775824,3.9938766307,3.9264399301700004,4.01286155046,4.09207286756,3.9784952843,3.9399653843099998,4.00239564516,4.25440812672,1.0,primary,1,267,559821457.0000001,5031599807.000001,0.0,515136609,延安中路,primary,1,40.481,3, , , , , , ,5592.0,559821457.0000001,5031599807.000001,5592,5592.0,4.06416388889,5.52013636364,4.0481,4.0481,4.0481,4.0481,3.64329,4.13548755556,5.33560758871,3.8213707524,3.9880473606,4.67023474414,4.05387036992,3.9856186186299998,4.07597677991,3.81876775824,3.9938766307,3.9264399301700004,4.01286155046,4.09207286756,3.9784952843,3.9399653843099998,4.00239564516,4.25440812672,1.0,primary,1
268,268,559821824.0,5032187727.000001,0.0,515136606,延安中路,primary,1,25.693,7, , , , , , ,5593,559821824.0,5032187727.000001,5593,5593.0,2.4335483294499998,2.48854216266,2.6010197530899997,2.35519166667,0.0,2.1570541181,2.98324277778,2.52205515527,2.72943887741,2.8109355061900003,2.4600236872,2.61794598049,2.53616636506,2.79009921875,2.9004491950999998,2.4919783431,2.50425030976,2.8635231831,2.42565645801,2.66647639706,2.53579856097,3.0405237085100003,2.9734933000700003,2.54601871958,0.958333333333,primary,1,268,559821824.0,5032187727.000001,0.0,515136606,延安中路,primary,1,25.693,7, , , , , , ,5593.0,559821824.0,5032187727.000001,5593,5593.0,2.4335483294499998,2.48854216266,2.6010197530899997,2.35519166667,0.0,2.1570541181,2.98324277778,2.52205515527,2.72943887741,2.8109355061900003,2.4600236872,2.61794598049,2.53616636506,2.79009921875,2.9004491950999998,2.4919783431,2.50425030976,2.8635231831,2.42565645801,2.66647639706,2.53579856097,3.0405237085100003,2.9734933000700003,2.54601871958,0.958333333333,primary,1
269,269,559822203.0,78621049.0,0.0,44480437,延安西路,primary,1,175.384,3, , , , , , ,5594,559822203.0,78621049.0,5594,5594.0,14.0872562112,14.111896573,14.083092152899999,12.4226321099,14.867439316199999,13.943084495799999,14.058970716600001,8.50120394929,7.23564379105,8.29074766737,9.267844095980001,9.62208667402,7.59271293515,9.265273700629999,8.1405174409,7.4746425179400005,8.5369277008,8.278046868120002,8.58726354797,10.2359762838,13.4616682126,13.0692966456,13.8538133099,15.363587515299999,1.0,primary,1,269,559822203.0,78621049.0,0.0,44480437,延安西路,primary,1,175.38399999999996,3, , , , , , ,5594.0,559822203.0,78621049.0,5594,5594.0,14.0872562112,14.111896573,14.083092152899999,12.4226321099,14.867439316199999,13.943084495799999,14.058970716600001,8.50120394929,7.23564379105,8.29074766737,9.267844095980001,9.62208667402,7.59271293515,9.265273700629999,8.1405174409,7.4746425179400005,8.5369277008,8.278046868120002,8.58726354797,10.2359762838,13.4616682126,13.0692966456,13.8538133099,15.363587515299999,1.0,primary,1
270,270,559822203.0,994217568.9999999,0.0,686283606,武夷路,tertiary,0,38.571,2, , , , , , ,5595,559822203.0,994217568.9999999,5595,5595.0,4.82595860071,2.69589386937,3.21425,1.84960350877,3.50645454545,2.67854166667,2.8704843545,3.6256528536199997,5.02289950696,4.88279654876,4.59933052424,6.97176214159,6.49132017473,4.43512181644,5.13983381145,4.4307102473299995,4.56457010073,4.28084242692,6.5544847088800005,3.96506326073,5.42708398268,4.5917983066,3.9087769841299997,4.5456435941,1.0,tertiary,1,270,559822203.0,994217568.9999999,0.0,686283606,武夷路,tertiary,0,38.571,2, , , , , , ,5595.0,559822203.0,994217568.9999999,5595,5595.0,4.82595860071,2.69589386937,3.21425,1.84960350877,3.50645454545,2.67854166667,2.8704843545,3.6256528536199997,5.02289950696,4.88279654876,4.59933052424,6.97176214159,6.49132017473,4.43512181644,5.13983381145,4.4307102473299995,4.56457010073,4.28084242692,6.5544847088800005,3.96506326073,5.42708398268,4.5917983066,3.9087769841299997,4.5456435941,1.0,tertiary,1
271,271,559822228.9999999,1984211699.0,0.0,11960339,番禺路,tertiary,0,6.47, , , , , , , ,5596,559822228.9999999,1984211699.0,5596,5596.0,0.5342006578949999,0.535825352113,0.38760092592600004,1.14176470588,0.647,0.418551544402,0.557788305322,0.7894940476189999,0.722276532811,0.48937144945699995,0.6761619556910001,0.8915162602140001,0.980116305916,0.687527076185,0.773625707743,0.915553307817,0.757502676997,1.05300158652,1.01327388889,0.879632069596,0.6889918643449999,0.711717706623,0.8872030637489999,0.7570340136049999,1.0,tertiary,1,271,559822228.9999999,1984211699.0,0.0,11960339,番禺路,tertiary,0,6.47,0, , , , , , ,5596.0,559822228.9999999,1984211699.0,5596,5596.0,0.5342006578949999,0.535825352113,0.38760092592600004,1.14176470588,0.647,0.418551544402,0.557788305322,0.7894940476189999,0.722276532811,0.48937144945699995,0.6761619556910001,0.8915162602140001,0.980116305916,0.687527076185,0.773625707743,0.915553307817,0.757502676997,1.05300158652,1.01327388889,0.879632069596,0.6889918643449999,0.711717706623,0.8872030637489999,0.7570340136049999,1.0,tertiary,1
272,272,559822228.9999999,1505266662.0,0.0,610738422,延安西路,primary,1,251.426,3, , , , , , ,5597,559822228.9999999,1505266662.0,5597,5597.0,15.927401946700002,16.6452528442,16.987390412,15.928852173900001,15.724175148499999,19.8270466003,17.588741218699997,14.6328266247,12.5889082311,15.302560083,12.101116013499999,9.24638164916,14.594504163699998,9.33589285229,8.981663536699998,10.0709648833,9.48239009902,16.0931828729,13.7196355849,12.7114278758,11.9124648277,13.4305391143,15.2718669617,16.9947516514,1.0,primary,1,272,559822228.9999999,1505266662.0,0.0,610738422,延安西路,primary,1,251.426,3, , , , , , ,5597.0,559822228.9999999,1505266662.0,5597,5597.0,15.927401946700002,16.6452528442,16.987390412,15.928852173900001,15.724175148499999,19.8270466003,17.588741218699997,14.6328266247,12.5889082311,15.302560083,12.101116013499999,9.24638164916,14.594504163699998,9.33589285229,8.981663536699998,10.0709648833,9.48239009902,16.0931828729,13.7196355849,12.7114278758,11.9124648277,13.4305391143,15.2718669617,16.9947516514,1.0,primary,1
273,273,559822364.0,994212316.0000001,0.0,85686606,定西路,tertiary,0,25.993, , , , , , , ,5598,559822364.0,994212316.0000001,5598,5598.0,4.9518446627,1.63349948718,3.37909,0.0,6.49825,4.548775,7.86489226804,3.11925663819,2.17348927339,4.92301757322,4.22678379121,5.388357699939999,3.46096360726,4.15493208575,2.77748023219,3.5260538076,3.3090915649299997,1.89710283255,2.58058299019,2.4007337793900003,3.06109272316,2.62732496253,3.23462885532,3.18355463523,0.958333333333,tertiary,1,273,559822364.0,994212316.0000001,0.0,85686606,定西路,tertiary,0,25.993,0, , , , , , ,5598.0,559822364.0,994212316.0000001,5598,5598.0,4.9518446627,1.63349948718,3.37909,0.0,6.49825,4.548775,7.86489226804,3.11925663819,2.17348927339,4.92301757322,4.22678379121,5.388357699939999,3.46096360726,4.15493208575,2.77748023219,3.5260538076,3.3090915649299997,1.89710283255,2.58058299019,2.4007337793900003,3.06109272316,2.62732496253,3.23462885532,3.18355463523,0.958333333333,tertiary,1
274,274,573259240.0,573259241.0,0.0,243624949,镇宁路,tertiary,0,161.296, , , , , , , ,5758,573259240.0,573259241.0,5758,5758.0,8.28078678115,10.7068051404,8.66219259259,2.2588484085,0.0,11.686735098800002,9.202228072899999,4.9429889358,8.32651240466,9.43751926554,8.940340046999998,8.866328665919998,11.495199507799999,9.2255743131,14.717040841,9.48271647202,8.49429055129,13.811917657999999,7.69344956001,7.96971368284,8.30920013495,9.93586883853,7.29188466614,8.20377019545,0.958333333333,tertiary,1,274,573259240.0,573259241.0,0.0,243624949,镇宁路,tertiary,0,161.296,0, , , , , , ,5758.0,573259240.0,573259241.0,5758,5758.0,8.28078678115,10.7068051404,8.66219259259,2.2588484085,0.0,11.686735098800002,9.202228072899999,4.9429889358,8.32651240466,9.43751926554,8.940340046999998,8.866328665919998,11.495199507799999,9.2255743131,14.717040841,9.48271647202,8.49429055129,13.811917657999999,7.69344956001,7.96971368284,8.30920013495,9.93586883853,7.29188466614,8.20377019545,0.958333333333,tertiary,1
275,275,573259240.0,573267342.9999999,0.0,243624949,镇宁路,tertiary,0,37.369, , , , , , , ,5759,573259240.0,573267342.9999999,5759,5759.0,3.49667861517,2.62818375701,0.0,0.0,0.0,12.4563333333,9.43806794872,3.73561931638,3.46633967649,5.12316935484,5.62017896825,4.79826655168,3.8811261995899997,2.83466111209,3.74417296422,5.16246426726,2.93181815843,2.17075847095,4.5766857616,4.10414187389,2.63952861677,3.8737827838800003,2.88152418986,3.23864666667,0.875,tertiary,1,275,573259240.0,573267342.9999999,0.0,243624949,镇宁路,tertiary,0,37.369,0, , , , , , ,5759.0,573259240.0,573267342.9999999,5759,5759.0,3.49667861517,2.62818375701,0.0,0.0,0.0,12.4563333333,9.43806794872,3.73561931638,3.46633967649,5.12316935484,5.62017896825,4.79826655168,3.8811261995899997,2.83466111209,3.74417296422,5.16246426726,2.93181815843,2.17075847095,4.5766857616,4.10414187389,2.63952861677,3.8737827838800003,2.88152418986,3.23864666667,0.875,tertiary,1
276,276,573259241.0,573259240.0,0.0,243624949,镇宁路,tertiary,0,161.296, , , , , , , ,5761,573259241.0,573259240.0,5761,5761.0,9.40815795808,7.988228504509999,7.82041212121,12.0972,0.0,11.521142857100001,8.57103203463,14.713090256400001,10.290553777000001,10.2999214408,7.09431284654,11.3284418754,9.081725948739999,9.81358378719,11.62559552,9.42547333521,7.71323734442,10.1209968964,7.1169719125999995,8.81510520126,9.82942358407,6.6953582450399995,9.77340145818,11.1015526209,0.958333333333,tertiary,1,276,573259241.0,573259240.0,0.0,243624949,镇宁路,tertiary,0,161.296,0, , , , , , ,5761.0,573259241.0,573259240.0,5761,5761.0,9.40815795808,7.988228504509999,7.82041212121,12.0972,0.0,11.521142857100001,8.57103203463,14.713090256400001,10.290553777000001,10.2999214408,7.09431284654,11.3284418754,9.081725948739999,9.81358378719,11.62559552,9.42547333521,7.71323734442,10.1209968964,7.1169719125999995,8.81510520126,9.82942358407,6.6953582450399995,9.77340145818,11.1015526209,0.958333333333,tertiary,1
277,277,573259241.0,1730218044.0,0.0,"[8884713, 44032510]",延安西路,primary,1,424.921,3, , , , , , ,5762,573259241.0,1730218044.0,5762,5762.0,16.5420949298,17.2820231675,17.3089819515,17.697112852699995,19.4433548485,19.0344255065,16.6065094123,16.6842030842,12.8534722466,12.963334825799999,13.824552739100001,10.226668313300001,16.215900675,14.1269109677,9.68601109414,9.06565857976,8.47479672662,13.7540150348,13.8104874927,15.0105598316,16.4462163596,17.1123899495,16.7754494224,18.5144767058,1.0,primary,1,277,573259241.0,1730218044.0,0.0,0,延安西路,primary,1,424.921,3, , , , , , ,5762.0,573259241.0,1730218044.0,5762,5762.0,16.5420949298,17.2820231675,17.3089819515,17.697112852699995,19.4433548485,19.0344255065,16.6065094123,16.6842030842,12.8534722466,12.963334825799999,13.824552739100001,10.226668313300001,16.215900675,14.1269109677,9.68601109414,9.06565857976,8.47479672662,13.7540150348,13.8104874927,15.0105598316,16.4462163596,17.1123899495,16.7754494224,18.5144767058,1.0,primary,1
278,278,573259241.0,78621054.00000001,0.0,243624949,镇宁路,tertiary,0,28.18, , , , , , , ,5763,573259241.0,78621054.00000001,5763,5763.0,4.5465481711299995,6.73169773436,2.01285714286,1.04946206897,0.0,4.38355555556,2.87086291486,3.9051207611799996,3.2731782839099997,3.64583163537,4.2688974819,3.84083380027,3.22625080327,3.3580506783999997,3.9009270737,3.44455320648,3.2312190933600005,3.34187255639,2.94437775907,4.21527006327,5.3500884399599995,3.92013088731,4.17569187675,4.2362819499299995,0.958333333333,tertiary,1,278,573259241.0,78621054.00000001,0.0,243624949,镇宁路,tertiary,0,28.18,0, , , , , , ,5763.0,573259241.0,78621054.00000001,5763,5763.0,4.5465481711299995,6.73169773436,2.01285714286,1.04946206897,0.0,4.38355555556,2.87086291486,3.9051207611799996,3.2731782839099997,3.64583163537,4.2688974819,3.84083380027,3.22625080327,3.3580506783999997,3.9009270737,3.44455320648,3.2312190933600005,3.34187255639,2.94437775907,4.21527006327,5.3500884399599995,3.92013088731,4.17569187675,4.2362819499299995,0.958333333333,tertiary,1
279,279,573267342.9999999,573259240.0,0.0,243624949,镇宁路,tertiary,0,37.369, , , , , , , ,5764,573267342.9999999,573259240.0,5764,5764.0,3.94450555556,9.86514223443,0.0,0.0,0.0,3.39718181818,5.9315873015900005,3.7209303418800004,3.2422968742400005,4.47216335549,4.27815481676,3.64691669106,4.3167664526300005,4.07257391775,5.27332067787,4.00394362368,4.16208631626,2.71956265745,2.8401223020899997,4.45766223865,6.41674039131,5.10572783883,4.49416597884,3.66769814815,0.875,tertiary,1,279,573267342.9999999,573259240.0,0.0,243624949,镇宁路,tertiary,0,37.369,0, , , , , , ,5764.0,573267342.9999999,573259240.0,5764,5764.0,3.94450555556,9.86514223443,0.0,0.0,0.0,3.39718181818,5.9315873015900005,3.7209303418800004,3.2422968742400005,4.47216335549,4.27815481676,3.64691669106,4.3167664526300005,4.07257391775,5.27332067787,4.00394362368,4.16208631626,2.71956265745,2.8401223020899997,4.45766223865,6.41674039131,5.10572783883,4.49416597884,3.66769814815,0.875,tertiary,1
