,FID,u,v,key,osmid,name,highway,oneway,length,lanes,bridge,ref,junction,maxspeed,tunnel,access,id,source,target,FID_1,id_1,avg_0,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,avg_16,avg_17,avg_18,avg_19,avg_20,avg_21,avg_22,avg_23,fill_ratio,highway_1,drop,FID_12,u_1,v_1,key_1,osmid_1,name_1,highway_12,oneway_1,length_1,lanes_1,bridge_1,ref_1,junction_1,maxspeed_1,tunnel_1,access_1,id_12,source_1,target_1,FID_12_13,id_12_13,avg_01,avg_12_13,avg_23_24,avg_34,avg_45,avg_56,avg_67,avg_78,avg_89,avg_9_10,avg_10_11,avg_11_12,avg_12__14,avg_13_14,avg_14_15,avg_15_16,avg_16_17,avg_17_18,avg_18_19,avg_19_20,avg_20_21,avg_21_22,avg_22_23,avg_23__25,fill_rat_1,highway_13,drop_1
70,70,109427633.0,64849277.99999999,0.0,488788633,南京西路,secondary,0,288.437,2, , , , , , ,1172,109427633.0,64849277.99999999,1172,1172.0,7.86154384413,8.822014549550001,13.3829554359,4.12052857143,0.0,0.0,11.9892444575,9.633086960670001,8.05684686697,7.674504223,8.19342412985,8.83312923061,6.7233853978199996,8.41814340631,8.32605417516,9.98536509238,9.770890562810001,8.37560090893,6.07064320579,8.62085249406,7.403413786130001,8.99858449057,8.95509793249,10.2053094314,0.916666666667,secondary,1,70,109427633.0,64849277.99999999,0.0,488788633,南京西路,secondary,0,288.437,2, , , , , , ,1172.0,109427633.0,64849277.99999999,1172,1172.0,7.86154384413,8.822014549550001,13.3829554359,4.12052857143,0.0,0.0,11.9892444575,9.633086960670001,8.05684686697,7.674504223,8.19342412985,8.83312923061,6.7233853978199996,8.41814340631,8.32605417516,9.98536509238,9.770890562810001,8.37560090893,6.07064320579,8.62085249406,7.403413786130001,8.99858449057,8.95509793249,10.2053094314,0.916666666667,secondary,1
71,71,109428563.0,109428857.0,0.0,437445539,北京西路,secondary,0,86.555, , , , , , , ,1173,109428563.0,109428857.0,1173,1173.0,8.45941563728,6.22286866124,7.72188005051,8.6555,8.6555,8.6555,7.535091190779999,5.7758073498,4.7417172908300005,2.97994142539,5.988358112819999,6.095270902439999,6.34713441467,5.949900137059999,6.31318219156,5.3181659670200006,5.87221774554,6.7788761083599995,6.24475567053,7.19994280639,7.71550268739,7.23098529053,7.99764227936,7.26459544491,1.0,secondary,1,71,109428563.0,109428857.0,0.0,437445539,北京西路,secondary,0,86.555,0, , , , , , ,1173.0,109428563.0,109428857.0,1173,1173.0,8.45941563728,6.22286866124,7.72188005051,8.6555,8.6555,8.6555,7.535091190779999,5.7758073498,4.7417172908300005,2.97994142539,5.988358112819999,6.095270902439999,6.34713441467,5.949900137059999,6.31318219156,5.3181659670200006,5.87221774554,6.7788761083599995,6.24475567053,7.19994280639,7.71550268739,7.23098529053,7.99764227936,7.26459544491,1.0,secondary,1
72,72,109428563.0,482773674.0,0.0,437445539,北京西路,secondary,0,318.345, , , , , , , ,1174,109428563.0,482773674.0,1174,1174.0,9.21338246322,11.541526448399999,11.884651643800002,10.279890625,7.50384642857,11.085227678599999,6.0071986024,6.02773293153,8.04885223325,5.16821153302,6.02407352159,7.37999228475,9.08059236969,6.61477148214,6.0006467289600005,8.50332509505,5.87410067068,6.196684878919999,6.33263459866,6.7128672625800005,8.0824084002,6.98653218817,7.346703763480001,8.19639182286,1.0,secondary,1,72,109428563.0,482773674.0,0.0,437445539,北京西路,secondary,0,318.345,0, , , , , , ,1174.0,109428563.0,482773674.0,1174,1174.0,9.21338246322,11.541526448399999,11.884651643800002,10.279890625,7.50384642857,11.085227678599999,6.0071986024,6.02773293153,8.04885223325,5.16821153302,6.02407352159,7.37999228475,9.08059236969,6.61477148214,6.0006467289600005,8.50332509505,5.87410067068,6.196684878919999,6.33263459866,6.7128672625800005,8.0824084002,6.98653218817,7.346703763480001,8.19639182286,1.0,secondary,1
73,73,109428857.0,109428563.0,0.0,437445539,北京西路,secondary,0,86.555, , , , , , , ,1175,109428857.0,109428563.0,1175,1175.0,8.854915269759998,9.16685115865,8.222725,8.6555,8.6555,8.6555,8.53372348485,8.31676532567,7.78120707071,8.47132243739,8.16968067349,8.33228455976,7.74933298926,7.66338295122,8.80807068028,7.69851950495,8.56106361507,8.19047448325,7.75850686892,8.70106696199,8.38295728121,7.994958929889999,7.91012411191,8.06376374099,1.0,secondary,1,73,109428857.0,109428563.0,0.0,437445539,北京西路,secondary,0,86.555,0, , , , , , ,1175.0,109428857.0,109428563.0,1175,1175.0,8.854915269759998,9.16685115865,8.222725,8.6555,8.6555,8.6555,8.53372348485,8.31676532567,7.78120707071,8.47132243739,8.16968067349,8.33228455976,7.74933298926,7.66338295122,8.80807068028,7.69851950495,8.56106361507,8.19047448325,7.75850686892,8.70106696199,8.38295728121,7.994958929889999,7.91012411191,8.06376374099,1.0,secondary,1
74,74,109428857.0,555624719.0000001,0.0,437445539,北京西路,secondary,0,122.738, , , , , , , ,1176,109428857.0,555624719.0000001,1176,1176.0,12.1645415916,11.5509070175,12.3960066667,12.2738,12.2738,11.04642,11.2374834239,9.588240479069999,5.33374945248,3.5122767505000003,6.34969782881,8.39548025756,8.78723622906,8.14140378909,7.26124980969,6.40663515885,7.008980309579999,7.91871834534,6.55685358931,9.61694933069,9.99167801895,10.0002485982,10.692298835399999,10.6334522111,1.0,secondary,1,74,109428857.0,555624719.0000001,0.0,437445539,北京西路,secondary,0,122.738,0, , , , , , ,1176.0,109428857.0,555624719.0000001,1176,1176.0,12.1645415916,11.5509070175,12.3960066667,12.2738,12.2738,11.04642,11.2374834239,9.588240479069999,5.33374945248,3.5122767505000003,6.34969782881,8.39548025756,8.78723622906,8.14140378909,7.26124980969,6.40663515885,7.008980309579999,7.91871834534,6.55685358931,9.61694933069,9.99167801895,10.0002485982,10.692298835399999,10.6334522111,1.0,secondary,1
75,75,109429793.0,63283237.0,0.0,47267013,石门二路,secondary,1,11.27,3, , , , , , ,1178,109429793.0,63283237.0,1178,1178.0,1.38191666667,1.127,1.6905,0.0,0.0,0.0,1.288,1.52401136364,1.127,1.127,1.3225,2.52294318182,3.07837962963,7.12908,2.37165384615,1.54154685315,1.66592125803,3.22447222222,1.87277613412,1.74416666667,1.127,2.84880555556,1.10992424242,1.22091666667,0.875,secondary,1,75,109429793.0,63283237.0,0.0,47267013,石门二路,secondary,1,11.27,3, , , , , , ,1178.0,109429793.0,63283237.0,1178,1178.0,1.38191666667,1.127,1.6905,0.0,0.0,0.0,1.288,1.52401136364,1.127,1.127,1.3225,2.52294318182,3.07837962963,7.12908,2.37165384615,1.54154685315,1.66592125803,3.22447222222,1.87277613412,1.74416666667,1.127,2.84880555556,1.10992424242,1.22091666667,0.875,secondary,1
76,76,109430331.00000001,109651881.00000001,0.0,12104894,共和路,tertiary,0,10.207, , , , , , , ,1180,109430331.00000001,109651881.00000001,1180,1180.0,0.726088863636,0.745273015873,1.0207,1.0207,0.0,0.36453571428599996,2.32492777778,0.8174590319130001,1.05689598732,0.909129978355,1.15550424698,0.917343346717,0.9155263120559999,0.8214263674169999,1.17178670384,1.7508685649200002,1.08058706966,0.5498060300150001,0.900403214286,2.14957864477,0.742738026136,1.39799355464,0.981301010994,1.31929366558,0.958333333333,tertiary,1,76,109430331.00000001,109651881.00000001,0.0,12104894,共和路,tertiary,0,10.207,0, , , , , , ,1180.0,109430331.00000001,109651881.00000001,1180,1180.0,0.726088863636,0.745273015873,1.0207,1.0207,0.0,0.36453571428599996,2.32492777778,0.8174590319130001,1.05689598732,0.909129978355,1.15550424698,0.917343346717,0.9155263120559999,0.8214263674169999,1.17178670384,1.7508685649200002,1.08058706966,0.5498060300150001,0.900403214286,2.14957864477,0.742738026136,1.39799355464,0.981301010994,1.31929366558,0.958333333333,tertiary,1
77,77,109430331.00000001,640007900.9999999,0.0,50372114,恒丰路,secondary,1,154.884,3, , , , , , ,1182,109430331.00000001,640007900.9999999,1182,1182.0,12.631072263,14.3619709091,12.39072,17.2093333333,11.4319142857,12.907,13.4987833992,12.2225429353,10.8997056305,11.4539449847,11.145610258,11.2533482313,13.8292312398,12.176547673699998,10.146786627000001,8.99469694443,6.481517865420001,5.84566471785,4.5056374938,10.644736221,10.7054073788,11.3419972345,13.7446686648,12.7706074627,1.0,secondary,1,77,109430331.00000001,640007900.9999999,0.0,50372114,恒丰路,secondary,1,154.88399999999996,3, , , , , , ,1182.0,109430331.00000001,640007900.9999999,1182,1182.0,12.631072263,14.3619709091,12.39072,17.2093333333,11.4319142857,12.907,13.4987833992,12.2225429353,10.8997056305,11.4539449847,11.145610258,11.2533482313,13.8292312398,12.176547673699998,10.146786627000001,8.99469694443,6.481517865420001,5.84566471785,4.5056374938,10.644736221,10.7054073788,11.3419972345,13.7446686648,12.7706074627,1.0,secondary,1
78,78,109651383.0,109682169.0,0.0,769245721,恒丰路,secondary,1,17.546,3, , , , , , ,1184,109651383.0,109682169.0,1184,1184.0,1.88596298079,1.9204931611000002,1.94828961039,8.773,1.7546,1.33911679654,2.9244936488,1.7243287815900001,2.2387297188299997,2.01426743689,2.09765602792,1.8361878278400001,2.26710853056,1.77421564101,1.75385070917,1.64660432352,1.71899134485,0.840196459732,2.20028400482,1.75884019477,1.45792700541,1.90836873179,1.38761607344,2.01434102035,1.0,secondary,1,78,109651383.0,109682169.0,0.0,769245721,恒丰路,secondary,1,17.546,3, , , , , , ,1184.0,109651383.0,109682169.0,1184,1184.0,1.88596298079,1.9204931611000002,1.94828961039,8.773,1.7546,1.33911679654,2.9244936488,1.7243287815900001,2.2387297188299997,2.01426743689,2.09765602792,1.8361878278400001,2.26710853056,1.77421564101,1.75385070917,1.64660432352,1.71899134485,0.840196459732,2.20028400482,1.75884019477,1.45792700541,1.90836873179,1.38761607344,2.01434102035,1.0,secondary,1
79,79,109651881.00000001,109430331.00000001,0.0,12104894,共和路,tertiary,0,10.207, , , , , , , ,1185,109651881.00000001,109430331.00000001,1185,1185.0,4.0828,0.0,0.0,0.0,5.1035,1.0207,0.0,1.22484,1.72591090909,1.6883120856,1.9463714590999999,2.13555690767,1.5688537037,1.5634531746,3.17551111111,3.40233333333,0.785502975829,2.1960515151499997,2.46669166667,2.19282960859,0.784221328203,2.27669123377,1.19081666667,1.58421145833,0.833333333333,tertiary,1,79,109651881.00000001,109430331.00000001,0.0,12104894,共和路,tertiary,0,10.207,0, , , , , , ,1185.0,109651881.00000001,109430331.00000001,1185,1185.0,4.0828,0.0,0.0,0.0,5.1035,1.0207,0.0,1.22484,1.72591090909,1.6883120856,1.9463714590999999,2.13555690767,1.5688537037,1.5634531746,3.17551111111,3.40233333333,0.785502975829,2.1960515151499997,2.46669166667,2.19282960859,0.784221328203,2.27669123377,1.19081666667,1.58421145833,0.833333333333,tertiary,1
80,80,109651881.00000001,109679874.0,0.0,51177335,恒丰路,secondary,1,247.85800000000003,3, , , , , , ,1186,109651881.00000001,109679874.0,1186,1186.0,5.89713924825,11.188034722200001,4.8560831560299995,4.13096666667,0.0,15.491125,11.164916155999999,8.01642934432,9.316142747979999,8.4216444785,8.62848169224,12.680902616300001,9.92741917511,11.057763753900002,9.351543006970001,11.4074006277,8.89855305185,9.85171076694,8.50271599438,7.5920762111,8.21053584641,8.95745323129,9.08367213137,11.9569831785,0.958333333333,secondary,1,80,109651881.00000001,109679874.0,0.0,51177335,恒丰路,secondary,1,247.858,3, , , , , , ,1186.0,109651881.00000001,109679874.0,1186,1186.0,5.89713924825,11.188034722200001,4.8560831560299995,4.13096666667,0.0,15.491125,11.164916155999999,8.01642934432,9.316142747979999,8.4216444785,8.62848169224,12.680902616300001,9.92741917511,11.057763753900002,9.351543006970001,11.4074006277,8.89855305185,9.85171076694,8.50271599438,7.5920762111,8.21053584641,8.95745323129,9.08367213137,11.9569831785,0.958333333333,secondary,1
81,81,109652012.0,8364430727.000001,0.0,51177335,恒丰路,secondary,1,12.379,3, , , , , , ,1188,109652012.0,8364430727.000001,1188,1188.0,0.0,3.7137,0.0,0.0,0.0,1.2379,1.2379,1.85685,2.88843333333,1.16287575758,1.14947857143,2.26948333333,4.82781,1.2379,1.5653867724900001,1.52438890192,1.4752494214899998,1.2379,1.81558666667,1.4168623221,3.50738333333,1.96000833333,2.57895833333,1.2379,0.833333333333,secondary,1,81,109652012.0,8364430727.000001,0.0,51177335,恒丰路,secondary,1,12.379,3, , , , , , ,1188.0,109652012.0,8364430727.000001,1188,1188.0,0.0,3.7137,0.0,0.0,0.0,1.2379,1.2379,1.85685,2.88843333333,1.16287575758,1.14947857143,2.26948333333,4.82781,1.2379,1.5653867724900001,1.52438890192,1.4752494214899998,1.2379,1.81558666667,1.4168623221,3.50738333333,1.96000833333,2.57895833333,1.2379,0.833333333333,secondary,1
82,82,109652252.0,109652287.0,0.0,12103213,石门二路,secondary,1,12.049,3, , , , , , ,1190,109652252.0,109652287.0,1190,1190.0,1.25510416667,4.16694583333,1.2049,0.0,0.0,0.84343,6.08187619048,1.31965238095,1.93983321759,1.64489762656,1.76801846223,1.17420574426,3.00191742333,1.44159654336,1.78851617436,3.0945270268900003,1.8980478435800001,2.2051507981,1.5219342997999998,1.55602384312,0.7755419776119999,1.29212785881,1.6437216049399999,1.63522142857,0.916666666667,secondary,1,82,109652252.0,109652287.0,0.0,12103213,石门二路,secondary,1,12.049,3, , , , , , ,1190.0,109652252.0,109652287.0,1190,1190.0,1.25510416667,4.16694583333,1.2049,0.0,0.0,0.84343,6.08187619048,1.31965238095,1.93983321759,1.64489762656,1.76801846223,1.17420574426,3.00191742333,1.44159654336,1.78851617436,3.0945270268900003,1.8980478435800001,2.2051507981,1.5219342997999998,1.55602384312,0.7755419776119999,1.29212785881,1.6437216049399999,1.63522142857,0.916666666667,secondary,1
83,83,109652252.0,64913524.99999999,0.0,50372122,新闸路,secondary,1,124.897,2, , , , , , ,1191,109652252.0,64913524.99999999,1191,1191.0,10.362002681,13.3763390125,12.4897,0.0,12.4897,10.6393740741,10.8331362159,8.82123239949,8.98339886262,6.60519213193,9.46022265452,8.64737639898,9.30569716578,8.43082140796,9.139304437469999,7.60360540059,9.45080591508,8.92770702358,9.2496134439,8.76330702114,8.33998146408,9.89245994393,11.2827611529,12.2111344485,0.958333333333,secondary,1,83,109652252.0,64913524.99999999,0.0,50372122,新闸路,secondary,1,124.897,2, , , , , , ,1191.0,109652252.0,64913524.99999999,1191,1191.0,10.362002681,13.3763390125,12.4897,0.0,12.4897,10.6393740741,10.8331362159,8.82123239949,8.98339886262,6.60519213193,9.46022265452,8.64737639898,9.30569716578,8.43082140796,9.139304437469999,7.60360540059,9.45080591508,8.92770702358,9.2496134439,8.76330702114,8.33998146408,9.89245994393,11.2827611529,12.2111344485,0.958333333333,secondary,1
84,84,109652287.0,109429793.0,0.0,654297626,新闸路,secondary,1,13.256,2, , , , , , ,1192,109652287.0,109429793.0,1192,1192.0,3.04397037037,1.657,1.3256,1.3256,0.0,0.0,3.314,1.71381142857,3.03783333333,1.66809032938,3.50094358974,3.80819298246,2.50279980371,2.76558268078,2.62322467532,2.19904745638,3.02890646745,1.6440144064,1.6843394484799998,1.80145641026,1.5405078787900002,2.43343795853,1.5590863636399999,2.2685417929300002,0.916666666667,secondary,1,84,109652287.0,109429793.0,0.0,654297626,新闸路,secondary,1,13.256,2, , , , , , ,1192.0,109652287.0,109429793.0,1192,1192.0,3.04397037037,1.657,1.3256,1.3256,0.0,0.0,3.314,1.71381142857,3.03783333333,1.66809032938,3.50094358974,3.80819298246,2.50279980371,2.76558268078,2.62322467532,2.19904745638,3.02890646745,1.6440144064,1.6843394484799998,1.80145641026,1.5405078787900002,2.43343795853,1.5590863636399999,2.2685417929300002,0.916666666667,secondary,1
85,85,109652287.0,638736491.9999999,0.0,47267012,石门二路,secondary,0,104.131, , , , , , , ,1193,109652287.0,638736491.9999999,1193,1193.0,9.8430249165,6.347316179910001,7.906242592589999,5.78505555556,0.0,7.648391563170001,9.2275647726,7.83177777382,7.34854324842,6.72065776291,7.540863001490001,7.343603584329999,7.10043834668,7.67751803211,8.76068915001,7.2222260774,7.83695069222,7.26047002524,8.18775635478,8.30355271846,8.70902528412,7.45687526183,9.06909166929,8.19135616204,0.958333333333,secondary,1,85,109652287.0,638736491.9999999,0.0,47267012,石门二路,secondary,0,104.131,0, , , , , , ,1193.0,109652287.0,638736491.9999999,1193,1193.0,9.8430249165,6.347316179910001,7.906242592589999,5.78505555556,0.0,7.648391563170001,9.2275647726,7.83177777382,7.34854324842,6.72065776291,7.540863001490001,7.343603584329999,7.10043834668,7.67751803211,8.76068915001,7.2222260774,7.83695069222,7.26047002524,8.18775635478,8.30355271846,8.70902528412,7.45687526183,9.06909166929,8.19135616204,0.958333333333,secondary,1
86,86,109679874.0,109680332.00000001,0.0,240666064,汉中路,tertiary,0,8.525, , , , , , , ,1194,109679874.0,109680332.00000001,1194,1194.0,0.121785714286,0.155,0.8525,0.0,0.0,0.0,0.604303797468,1.51555555556,1.02316814596,0.828266275686,1.39571759259,0.76774329442,0.988239871542,1.1373481332,0.636771529558,1.05987400794,1.34979166667,0.67425,0.7092022792020001,0.585340953689,1.22056349206,0.5977158197219999,1.17154166667,0.669821428571,0.875,tertiary,1,86,109679874.0,109680332.00000001,0.0,240666064,汉中路,tertiary,0,8.525,0, , , , , , ,1194.0,109679874.0,109680332.00000001,1194,1194.0,0.121785714286,0.155,0.8525,0.0,0.0,0.0,0.604303797468,1.51555555556,1.02316814596,0.828266275686,1.39571759259,0.76774329442,0.988239871542,1.1373481332,0.636771529558,1.05987400794,1.34979166667,0.67425,0.7092022792020001,0.585340953689,1.22056349206,0.5977158197219999,1.17154166667,0.669821428571,0.875,tertiary,1
87,87,109679874.0,109652012.0,0.0,51177335,恒丰路,secondary,1,85.953,3, , , , , , ,1196,109679874.0,109652012.0,1196,1196.0,8.5953,7.2729461538499995,8.5953,8.5953,0.0,8.5953,7.95861111111,7.5302921787,7.42204815583,8.11962168116,7.7244097495799995,8.06321,8.0955869601,7.43746840876,7.56953291444,7.9177491799199995,7.488329545449999,8.12646545455,8.3399747619,7.836749748250001,7.815363034650001,6.97039399267,7.473818,6.66557088235,0.958333333333,secondary,1,87,109679874.0,109652012.0,0.0,51177335,恒丰路,secondary,1,85.953,3, , , , , , ,1196.0,109679874.0,109652012.0,1196,1196.0,8.5953,7.2729461538499995,8.5953,8.5953,0.0,8.5953,7.95861111111,7.5302921787,7.42204815583,8.11962168116,7.7244097495799995,8.06321,8.0955869601,7.43746840876,7.56953291444,7.9177491799199995,7.488329545449999,8.12646545455,8.3399747619,7.836749748250001,7.815363034650001,6.97039399267,7.473818,6.66557088235,0.958333333333,secondary,1
88,88,109680332.00000001,109679874.0,0.0,240666064,汉中路,tertiary,0,8.525, , , , , , , ,1197,109680332.00000001,109679874.0,1197,1197.0,0.0,0.0,0.42625,0.0,0.0,0.0,0.8525,0.0,0.5328125,1.065625,0.118402777778,2.02722470238,0.847425595238,1.02700747863,0.791607142857,2.2928791887099997,0.863808673469,1.07036111111,0.687863756614,0.8525,0.0,0.7593154761900001,0.781458333333,0.930645833333,0.708333333333,tertiary,1,88,109680332.00000001,109679874.0,0.0,240666064,汉中路,tertiary,0,8.525,0, , , , , , ,1197.0,109680332.00000001,109679874.0,1197,1197.0,0.0,0.0,0.42625,0.0,0.0,0.0,0.8525,0.0,0.5328125,1.065625,0.118402777778,2.02722470238,0.847425595238,1.02700747863,0.791607142857,2.2928791887099997,0.863808673469,1.07036111111,0.687863756614,0.8525,0.0,0.7593154761900001,0.781458333333,0.930645833333,0.708333333333,tertiary,1
89,89,109680332.00000001,109430331.00000001,0.0,50372114,恒丰路,secondary,1,247.656,3, , , , , , ,1198,109680332.00000001,109430331.00000001,1198,1198.0,13.8455110554,11.7803174233,13.7442142857,11.793142857100001,0.0,14.03384,12.526997974,11.7644508451,10.2906407421,9.12441427059,11.7530574403,9.62383809109,10.0858203649,13.2564413568,9.61784570667,10.235191534,6.84265475563,8.31191361417,9.01446352878,9.49954993632,10.4293291386,12.4282028397,13.695450366500001,12.944572441400002,0.958333333333,secondary,1,89,109680332.00000001,109430331.00000001,0.0,50372114,恒丰路,secondary,1,247.656,3, , , , , , ,1198.0,109680332.00000001,109430331.00000001,1198,1198.0,13.8455110554,11.7803174233,13.7442142857,11.793142857100001,0.0,14.03384,12.526997974,11.7644508451,10.2906407421,9.12441427059,11.7530574403,9.62383809109,10.0858203649,13.2564413568,9.61784570667,10.235191534,6.84265475563,8.31191361417,9.01446352878,9.49954993632,10.4293291386,12.4282028397,13.695450366500001,12.944572441400002,0.958333333333,secondary,1
90,90,109682169.0,109682178.0,0.0,44031964,天目西路,primary,1,15.42,2, , , , , , ,1202,109682169.0,109682178.0,1202,1202.0,1.88934537473,1.42476461039,1.85611111111,0.0,2.01928571429,1.02543,0.749088291019,1.4740118361399999,1.25863426949,1.49446629399,1.33886537164,1.34612113984,2.02534791324,1.26659450044,1.5323391915400002,1.54747836416,1.56998793859,1.37656474903,1.2976661081999998,1.33971235828,2.47317674104,1.44869436116,1.94674772151,1.77922315535,0.958333333333,primary,1,90,109682169.0,109682178.0,0.0,44031964,天目西路,primary,1,15.42,2, , , , , , ,1202.0,109682169.0,109682178.0,1202,1202.0,1.88934537473,1.42476461039,1.85611111111,0.0,2.01928571429,1.02543,0.749088291019,1.4740118361399999,1.25863426949,1.49446629399,1.33886537164,1.34612113984,2.02534791324,1.26659450044,1.5323391915400002,1.54747836416,1.56998793859,1.37656474903,1.2976661081999998,1.33971235828,2.47317674104,1.44869436116,1.94674772151,1.77922315535,0.958333333333,primary,1
91,91,109682178.0,7180845364.0,0.0,769245716,恒丰路,secondary,1,16.838,2, , , , , , ,1204,109682178.0,7180845364.0,1204,1204.0,1.68842421844,1.9626344017100001,0.7516964285709999,0.0,1.4895153846200002,1.77968739435,1.4883880077399998,2.73532669055,2.58409359103,1.99025836719,1.97398851906,2.48961711332,2.13249889823,1.60987163433,2.05193440115,2.56061457479,2.15541204142,1.8767209540099998,1.7797667416499998,2.50526107692,2.013350054,1.80356937117,1.7686944884400002,2.45319094819,0.958333333333,secondary,1,91,109682178.0,7180845364.0,0.0,769245716,恒丰路,secondary,1,16.838,2, , , , , , ,1204.0,109682178.0,7180845364.0,1204,1204.0,1.68842421844,1.9626344017100001,0.7516964285709999,0.0,1.4895153846200002,1.77968739435,1.4883880077399998,2.73532669055,2.58409359103,1.99025836719,1.97398851906,2.48961711332,2.13249889823,1.60987163433,2.05193440115,2.56061457479,2.15541204142,1.8767209540099998,1.7797667416499998,2.50526107692,2.013350054,1.80356937117,1.7686944884400002,2.45319094819,0.958333333333,secondary,1
92,92,109682178.0,639992003.0000001,0.0,44031989,长寿路,primary,1,176.92499999999995,5, , , , , , ,1205,109682178.0,639992003.0000001,1205,1205.0,11.1008128606,10.5882506773,9.649996920449999,12.8298619462,11.5447572895,14.177992635,13.8822801154,12.3125911421,11.087491791600002,11.7660577823,11.533860326,11.006201521900001,10.7976837771,11.802867687,10.634105137799999,10.599250339700001,10.3636632124,9.853393832230001,10.0449511195,12.5702291296,11.0131797348,11.8229790352,13.9562292881,12.9807798905,1.0,primary,1,92,109682178.0,639992003.0000001,0.0,44031989,长寿路,primary,1,176.925,5, , , , , , ,1205.0,109682178.0,639992003.0000001,1205,1205.0,11.1008128606,10.5882506773,9.649996920449999,12.8298619462,11.5447572895,14.177992635,13.8822801154,12.3125911421,11.087491791600002,11.7660577823,11.533860326,11.006201521900001,10.7976837771,11.802867687,10.634105137799999,10.599250339700001,10.3636632124,9.853393832230001,10.0449511195,12.5702291296,11.0131797348,11.8229790352,13.9562292881,12.9807798905,1.0,primary,1
93,93,130015480.00000001,5031700512.999997,0.0,13911027,富民路,tertiary,0,13.038, , , , , , , ,1537,130015480.00000001,5031700512.999997,1537,1537.0,1.2766375,2.07883666667,4.26839285714,1.35565568182,6.5914333333299995,1.91695658915,1.1047605042,1.52695857843,2.3295807655500003,2.8937876456900002,2.52734715909,3.40889375,1.47018109618,3.10586020018,2.66085427044,2.71169058036,3.34016439394,2.16129923077,2.9480366666699998,2.72466399957,1.96958159638,3.04244144444,3.04518627898,1.5053174917399998,1.0,tertiary,1,93,130015480.00000001,5031700512.999997,0.0,13911027,富民路,tertiary,0,13.038,0, , , , , , ,1537.0,130015480.00000001,5031700512.999997,1537,1537.0,1.2766375,2.07883666667,4.26839285714,1.35565568182,6.5914333333299995,1.91695658915,1.1047605042,1.52695857843,2.3295807655500003,2.8937876456900002,2.52734715909,3.40889375,1.47018109618,3.10586020018,2.66085427044,2.71169058036,3.34016439394,2.16129923077,2.9480366666699998,2.72466399957,1.96958159638,3.04244144444,3.04518627898,1.5053174917399998,1.0,tertiary,1
94,94,130015480.00000001,618746519.0000001,0.0,515227367,延安中路,primary,1,206.472,3, , , , , , ,1538,130015480.00000001,618746519.0000001,1538,1538.0,18.4447001367,17.0716149329,19.47965,20.2648444444,18.9042545455,19.7014043478,17.849892268199998,12.7605758002,10.5172431674,10.8002442422,9.5448098215,11.644527433299999,12.619223518599998,12.198740122,13.5132459125,11.6578278046,11.851514783699999,12.0853459044,10.6768925161,10.434804662100001,13.173539870499999,13.5561345623,17.974627308,18.2179448498,1.0,primary,1,94,130015480.00000001,618746519.0000001,0.0,515227367,延安中路,primary,1,206.472,3, , , , , , ,1538.0,130015480.00000001,618746519.0000001,1538,1538.0,18.4447001367,17.0716149329,19.47965,20.2648444444,18.9042545455,19.7014043478,17.849892268199998,12.7605758002,10.5172431674,10.8002442422,9.5448098215,11.644527433299999,12.619223518599998,12.198740122,13.5132459125,11.6578278046,11.851514783699999,12.0853459044,10.6768925161,10.434804662100001,13.173539870499999,13.5561345623,17.974627308,18.2179448498,1.0,primary,1
95,95,130015480.00000001,618745364.0000001,0.0,515142557,常德路,secondary,0,27.807, , , , , , , ,1539,130015480.00000001,618745364.0000001,1539,1539.0,6.0839823764,2.5068431818200003,4.24831095779,4.0551875,8.3421,0.0,9.037275,3.7340828571399998,3.6363,2.7930463203500002,5.66528822279,3.36826968423,3.79153909155,3.54534465801,3.36527314507,3.5549786007099997,3.1473723588899998,2.7462997623299996,4.17685764411,4.683086933,4.1763114006599995,3.5900191919199997,3.2272123917699997,4.67233848903,0.958333333333,secondary,1,95,130015480.00000001,618745364.0000001,0.0,515142557,常德路,secondary,0,27.807,0, , , , , , ,1539.0,130015480.00000001,618745364.0000001,1539,1539.0,6.0839823764,2.5068431818200003,4.24831095779,4.0551875,8.3421,0.0,9.037275,3.7340828571399998,3.6363,2.7930463203500002,5.66528822279,3.36826968423,3.79153909155,3.54534465801,3.36527314507,3.5549786007099997,3.1473723588899998,2.7462997623299996,4.17685764411,4.683086933,4.1763114006599995,3.5900191919199997,3.2272123917699997,4.67233848903,0.958333333333,secondary,1
